Customer ID,Recency,Frequency,Monetary,Last_Order_Date,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Churn Risk
CUST-0033,262,2,280.4,2024-04-14,2,1,2,212,5,Hibernating,Medium Risk
CUST-0409,217,2,276.51,2024-05-29,2,1,2,212,5,Hibernating,Medium Risk
CUST-0874,570,3,274.27,2023-06-11,1,2,2,122,5,Hibernating,Medium Risk
CUST-0680,444,3,272.94,2023-10-15,1,2,2,122,5,Hibernating,Medium Risk
CUST-0649,349,3,272.61,2024-01-18,1,2,2,122,5,Hibernating,Medium Risk
CUST-0246,272,2,267.86,2024-04-04,2,1,2,212,5,Hibernating,Medium Risk
CUST-0287,157,3,257.17,2024-07-28,2,2,1,221,5,Hibernating,Medium Risk
CUST-0748,227,2,249.33,2024-05-19,2,2,1,221,5,Hibernating,Medium Risk
CUST-0754,169,3,246.49,2024-07-16,2,2,1,221,5,Hibernating,Medium Risk
CUST-0695,278,3,224.7,2024-03-29,2,2,1,221,5,Hibernating,Medium Risk
CUST-0650,178,3,218.48,2024-07-07,2,2,1,221,5,Hibernating,Medium Risk
CUST-0209,212,3,218.34,2024-06-03,2,2,1,221,5,Hibernating,Medium Risk
CUST-0702,102,1,217.37,2024-09-21,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0700,282,2,210.26,2024-03-25,2,2,1,221,5,Hibernating,Medium Risk
CUST-0711,227,2,208.81,2024-05-19,2,2,1,221,5,Hibernating,Medium Risk
CUST-0668,145,3,196.89,2024-08-09,2,2,1,221,5,Hibernating,Medium Risk
CUST-0873,185,2,179.76,2024-06-30,2,2,1,221,5,Hibernating,Medium Risk
CUST-0358,115,2,171.05,2024-09-08,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0701,166,2,167.14,2024-07-19,2,2,1,221,5,Hibernating,Medium Risk
CUST-0150,80,2,166.82,2024-10-13,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0079,79,1,166.81,2024-10-14,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0111,51,2,160.15,2024-11-11,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0099,83,1,157.35,2024-10-10,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0579,71,2,150.91,2024-10-22,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0605,245,2,143.91,2024-05-01,2,2,1,221,5,Hibernating,Medium Risk
CUST-0870,282,2,142.3,2024-03-25,2,2,1,221,5,Hibernating,Medium Risk
CUST-0656,164,2,140.82999999999998,2024-07-21,2,2,1,221,5,Hibernating,Medium Risk
CUST-0533,68,1,140.44,2024-10-25,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0015,55,2,131.83,2024-11-07,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0878,134,2,128.61,2024-08-20,2,2,1,221,5,Hibernating,Medium Risk
CUST-0801,145,2,119.5,2024-08-09,2,2,1,221,5,Hibernating,Medium Risk
CUST-0868,277,2,114.36,2024-03-30,2,2,1,221,5,Hibernating,Medium Risk
CUST-0064,78,2,101.48,2024-10-15,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0454,91,2,97.86,2024-10-02,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0855,75,1,92.45,2024-10-18,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0760,163,2,70.53999999999999,2024-07-22,2,2,1,221,5,Hibernating,Medium Risk
CUST-0885,47,1,68.04,2024-11-15,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0654,123,1,62.62,2024-08-31,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0608,80,1,59.85,2024-10-13,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0667,114,1,39.87,2024-09-09,3,1,1,311,5,Potential Loyalists,Low Risk
CUST-0496,478,2,509.55,2023-09-11,1,1,2,112,4,Hibernating,High Risk
CUST-0301,291,2,509.18,2024-03-16,1,1,2,112,4,Hibernating,High Risk
CUST-0421,501,2,496.88,2023-08-19,1,1,2,112,4,Hibernating,High Risk
CUST-0415,517,2,482.35,2023-08-03,1,1,2,112,4,Hibernating,High Risk
CUST-0417,314,2,442.78,2024-02-22,1,1,2,112,4,Hibernating,High Risk
CUST-0208,490,2,436.27,2023-08-30,1,1,2,112,4,Hibernating,High Risk
CUST-0042,576,2,427.52,2023-06-05,1,1,2,112,4,Hibernating,High Risk
CUST-0367,312,1,418.29,2024-02-24,1,1,2,112,4,Hibernating,High Risk
CUST-0444,420,2,414.98,2023-11-08,1,1,2,112,4,Hibernating,High Risk
CUST-0438,693,2,411.63,2023-02-08,1,1,2,112,4,Hibernating,High Risk
CUST-0522,608,1,407.82,2023-05-04,1,1,2,112,4,Hibernating,High Risk
CUST-0692,601,1,407.45,2023-05-11,1,1,2,112,4,Hibernating,High Risk
CUST-0471,300,2,405.18,2024-03-07,1,1,2,112,4,Hibernating,High Risk
CUST-0269,454,2,404.25,2023-10-05,1,1,2,112,4,Hibernating,High Risk
CUST-0847,729,1,381.11,2023-01-03,1,1,2,112,4,Hibernating,High Risk
CUST-0224,674,2,360.55,2023-02-27,1,1,2,112,4,Hibernating,High Risk
CUST-0805,549,1,348.06,2023-07-02,1,1,2,112,4,Hibernating,High Risk
CUST-0147,348,2,338.53,2024-01-19,1,1,2,112,4,Hibernating,High Risk
CUST-0589,458,2,332.44,2023-10-01,1,1,2,112,4,Hibernating,High Risk
CUST-0339,407,1,306.23,2023-11-21,1,1,2,112,4,Hibernating,High Risk
CUST-0104,373,2,297.79,2023-12-25,1,1,2,112,4,Hibernating,High Risk
CUST-0446,476,2,294.74,2023-09-13,1,1,2,112,4,Hibernating,High Risk
CUST-0557,296,2,284.97,2024-03-11,1,1,2,112,4,Hibernating,High Risk
CUST-0037,641,1,266.21,2023-04-01,1,1,2,112,4,Hibernating,High Risk
CUST-0730,360,2,263.01,2024-01-07,1,2,1,121,4,Hibernating,High Risk
CUST-0364,483,3,262.63,2023-09-06,1,2,1,121,4,Hibernating,Medium Risk
CUST-0302,334,3,258.86,2024-02-02,1,2,1,121,4,Hibernating,Medium Risk
CUST-0764,247,1,257.66,2024-04-29,2,1,1,211,4,Hibernating,Medium Risk
CUST-0631,421,2,249.91,2023-11-07,1,2,1,121,4,Hibernating,High Risk
CUST-0257,217,2,246.92,2024-05-29,2,1,1,211,4,Hibernating,Medium Risk
CUST-0717,191,1,244.39,2024-06-24,2,1,1,211,4,Hibernating,Medium Risk
CUST-0866,356,3,242.44,2024-01-11,1,2,1,121,4,Hibernating,Medium Risk
CUST-0135,135,2,240.13,2024-08-19,2,1,1,211,4,Hibernating,Medium Risk
CUST-0539,180,1,238.55,2024-07-05,2,1,1,211,4,Hibernating,Medium Risk
CUST-0388,200,2,238.48,2024-06-15,2,1,1,211,4,Hibernating,Medium Risk
CUST-0401,248,2,237.77,2024-04-28,2,1,1,211,4,Hibernating,Medium Risk
CUST-0584,129,2,234.22,2024-08-25,2,1,1,211,4,Hibernating,Medium Risk
CUST-0308,188,1,227.08,2024-06-27,2,1,1,211,4,Hibernating,Medium Risk
CUST-0321,163,2,218.98,2024-07-22,2,1,1,211,4,Hibernating,Medium Risk
CUST-0578,251,1,213.79,2024-04-25,2,1,1,211,4,Hibernating,Medium Risk
CUST-0490,293,3,211.0,2024-03-14,1,2,1,121,4,Hibernating,Medium Risk
CUST-0194,207,2,206.14,2024-06-08,2,1,1,211,4,Hibernating,Medium Risk
CUST-0361,169,2,204.3,2024-07-16,2,1,1,211,4,Hibernating,Medium Risk
CUST-0694,289,2,203.31,2024-03-18,1,2,1,121,4,Hibernating,High Risk
CUST-0170,215,1,198.18,2024-05-31,2,1,1,211,4,Hibernating,Medium Risk
CUST-0198,411,3,196.57,2023-11-17,1,2,1,121,4,Hibernating,Medium Risk
CUST-0482,221,2,196.46,2024-05-25,2,1,1,211,4,Hibernating,Medium Risk
CUST-0156,176,1,195.69,2024-07-09,2,1,1,211,4,Hibernating,Medium Risk
CUST-0381,180,2,191.31,2024-07-05,2,1,1,211,4,Hibernating,Medium Risk
CUST-0581,207,1,189.47,2024-06-08,2,1,1,211,4,Hibernating,Medium Risk
CUST-0776,229,1,187.88,2024-05-17,2,1,1,211,4,Hibernating,Medium Risk
CUST-0576,222,2,186.91,2024-05-24,2,1,1,211,4,Hibernating,Medium Risk
CUST-0843,473,2,186.13,2023-09-16,1,2,1,121,4,Hibernating,High Risk
CUST-0823,326,3,182.54,2024-02-10,1,2,1,121,4,Hibernating,Medium Risk
CUST-0773,390,3,173.34,2023-12-08,1,2,1,121,4,Hibernating,Medium Risk
CUST-0512,227,2,161.94,2024-05-19,2,1,1,211,4,Hibernating,Medium Risk
CUST-0077,126,2,159.92000000000002,2024-08-28,2,1,1,211,4,Hibernating,Medium Risk
CUST-0790,456,2,157.0,2023-10-03,1,2,1,121,4,Hibernating,High Risk
CUST-0275,166,1,155.31,2024-07-19,2,1,1,211,4,Hibernating,Medium Risk
CUST-0191,225,1,155.28,2024-05-21,2,1,1,211,4,Hibernating,Medium Risk
CUST-0195,225,1,155.17,2024-05-21,2,1,1,211,4,Hibernating,Medium Risk
CUST-0234,154,1,144.38,2024-07-31,2,1,1,211,4,Hibernating,Medium Risk
CUST-0837,401,2,134.32,2023-11-27,1,2,1,121,4,Hibernating,High Risk
CUST-0236,210,1,132.35,2024-06-05,2,1,1,211,4,Hibernating,Medium Risk
CUST-0722,636,2,128.27,2023-04-06,1,2,1,121,4,Hibernating,High Risk
CUST-0567,140,2,126.2,2024-08-14,2,1,1,211,4,Hibernating,Medium Risk
CUST-0817,421,2,123.04,2023-11-07,1,2,1,121,4,Hibernating,High Risk
CUST-0092,174,2,100.31,2024-07-11,2,1,1,211,4,Hibernating,Medium Risk
CUST-0622,339,2,93.51,2024-01-28,1,2,1,121,4,Hibernating,High Risk
CUST-0400,142,1,90.7,2024-08-12,2,1,1,211,4,Hibernating,Medium Risk
CUST-0420,186,1,76.17,2024-06-29,2,1,1,211,4,Hibernating,Medium Risk
CUST-0021,202,1,73.28,2024-06-13,2,1,1,211,4,Hibernating,Medium Risk
CUST-0024,163,1,48.88,2024-07-22,2,1,1,211,4,Hibernating,Medium Risk
CUST-0509,258,1,46.6,2024-04-18,2,1,1,211,4,Hibernating,Medium Risk
CUST-0338,263,1,46.26,2024-04-13,2,1,1,211,4,Hibernating,Medium Risk
CUST-0564,191,1,44.24,2024-06-24,2,1,1,211,4,Hibernating,Medium Risk
CUST-0091,182,1,36.07,2024-07-03,2,1,1,211,4,Hibernating,Medium Risk
CUST-0087,181,1,28.59,2024-07-04,2,1,1,211,4,Hibernating,Medium Risk
CUST-0526,674,1,261.01,2023-02-27,1,1,1,111,3,Hibernating,High Risk
CUST-0480,511,2,260.96000000000004,2023-08-09,1,1,1,111,3,Hibernating,High Risk
CUST-0549,554,2,258.66,2023-06-27,1,1,1,111,3,Hibernating,High Risk
CUST-0052,374,1,256.08,2023-12-24,1,1,1,111,3,Hibernating,High Risk
CUST-0365,537,2,253.02,2023-07-14,1,1,1,111,3,Hibernating,High Risk
CUST-0558,363,2,248.36,2024-01-04,1,1,1,111,3,Hibernating,High Risk
CUST-0014,394,2,247.1,2023-12-04,1,1,1,111,3,Hibernating,High Risk
CUST-0097,337,2,244.74,2024-01-30,1,1,1,111,3,Hibernating,High Risk
CUST-0096,416,2,231.89,2023-11-12,1,1,1,111,3,Hibernating,High Risk
CUST-0298,430,2,231.27,2023-10-29,1,1,1,111,3,Hibernating,High Risk
CUST-0601,384,1,230.49,2023-12-14,1,1,1,111,3,Hibernating,High Risk
CUST-0510,559,1,226.47,2023-06-22,1,1,1,111,3,Hibernating,High Risk
CUST-0359,449,1,225.71,2023-10-10,1,1,1,111,3,Hibernating,High Risk
CUST-0217,480,1,222.78,2023-09-09,1,1,1,111,3,Hibernating,High Risk
CUST-0642,629,1,218.73,2023-04-13,1,1,1,111,3,Hibernating,High Risk
CUST-0051,399,1,214.68,2023-11-29,1,1,1,111,3,Hibernating,High Risk
CUST-0762,296,1,209.44,2024-03-11,1,1,1,111,3,Hibernating,High Risk
CUST-0306,456,2,207.03,2023-10-03,1,1,1,111,3,Hibernating,High Risk
CUST-0436,550,2,202.1,2023-07-01,1,1,1,111,3,Hibernating,High Risk
CUST-0515,689,1,200.46,2023-02-12,1,1,1,111,3,Hibernating,High Risk
CUST-0771,660,1,198.78,2023-03-13,1,1,1,111,3,Hibernating,High Risk
CUST-0020,294,2,194.26,2024-03-13,1,1,1,111,3,Hibernating,High Risk
CUST-0467,394,1,191.83,2023-12-04,1,1,1,111,3,Hibernating,High Risk
CUST-0411,550,1,187.99,2023-07-01,1,1,1,111,3,Hibernating,High Risk
CUST-0746,353,1,182.6,2024-01-14,1,1,1,111,3,Hibernating,High Risk
CUST-0573,467,1,181.87,2023-09-22,1,1,1,111,3,Hibernating,High Risk
CUST-0073,638,1,172.23,2023-04-04,1,1,1,111,3,Hibernating,High Risk
CUST-0833,362,1,159.88,2024-01-05,1,1,1,111,3,Hibernating,High Risk
CUST-0282,320,2,156.66,2024-02-16,1,1,1,111,3,Hibernating,High Risk
CUST-0115,418,2,151.86,2023-11-10,1,1,1,111,3,Hibernating,High Risk
CUST-0171,625,1,150.83,2023-04-17,1,1,1,111,3,Hibernating,High Risk
CUST-0795,488,1,145.23,2023-09-01,1,1,1,111,3,Hibernating,High Risk
CUST-0218,442,2,144.08,2023-10-17,1,1,1,111,3,Hibernating,High Risk
CUST-0247,422,1,142.2,2023-11-06,1,1,1,111,3,Hibernating,High Risk
CUST-0363,493,1,133.06,2023-08-27,1,1,1,111,3,Hibernating,High Risk
CUST-0647,419,1,130.52,2023-11-09,1,1,1,111,3,Hibernating,High Risk
CUST-0891,571,1,122.31,2023-06-10,1,1,1,111,3,Hibernating,High Risk
CUST-0309,649,1,122.03,2023-03-24,1,1,1,111,3,Hibernating,High Risk
CUST-0574,434,1,120.56,2023-10-25,1,1,1,111,3,Hibernating,High Risk
CUST-0326,726,1,116.73,2023-01-06,1,1,1,111,3,Hibernating,High Risk
CUST-0450,517,1,110.33,2023-08-03,1,1,1,111,3,Hibernating,High Risk
CUST-0749,494,1,106.27,2023-08-26,1,1,1,111,3,Hibernating,High Risk
CUST-0505,580,1,106.24,2023-06-01,1,1,1,111,3,Hibernating,High Risk
CUST-0561,462,2,102.89,2023-09-27,1,1,1,111,3,Hibernating,High Risk
CUST-0018,288,1,99.45,2024-03-19,1,1,1,111,3,Hibernating,High Risk
CUST-0344,618,1,97.1,2023-04-24,1,1,1,111,3,Hibernating,High Risk
CUST-0103,448,1,96.44,2023-10-11,1,1,1,111,3,Hibernating,High Risk
CUST-0851,543,1,94.27,2023-07-08,1,1,1,111,3,Hibernating,High Risk
CUST-0565,569,1,93.61,2023-06-12,1,1,1,111,3,Hibernating,High Risk
CUST-0703,419,1,93.06,2023-11-09,1,1,1,111,3,Hibernating,High Risk
CUST-0432,622,1,89.83,2023-04-20,1,1,1,111,3,Hibernating,High Risk
CUST-0356,408,1,89.58,2023-11-20,1,1,1,111,3,Hibernating,High Risk
CUST-0648,456,1,86.7,2023-10-03,1,1,1,111,3,Hibernating,High Risk
CUST-0322,530,2,82.39,2023-07-21,1,1,1,111,3,Hibernating,High Risk
CUST-0161,467,1,78.4,2023-09-22,1,1,1,111,3,Hibernating,High Risk
CUST-0102,690,1,76.42,2023-02-11,1,1,1,111,3,Hibernating,High Risk
CUST-0783,441,1,73.07,2023-10-18,1,1,1,111,3,Hibernating,High Risk
CUST-0787,372,1,71.1,2023-12-26,1,1,1,111,3,Hibernating,High Risk
CUST-0555,714,1,70.62,2023-01-18,1,1,1,111,3,Hibernating,High Risk
CUST-0008,568,1,70.35,2023-06-13,1,1,1,111,3,Hibernating,High Risk
CUST-0131,476,1,69.48,2023-09-13,1,1,1,111,3,Hibernating,High Risk
CUST-0820,644,1,67.87,2023-03-29,1,1,1,111,3,Hibernating,High Risk
CUST-0222,309,1,62.48,2024-02-27,1,1,1,111,3,Hibernating,High Risk
CUST-0448,569,1,60.83,2023-06-12,1,1,1,111,3,Hibernating,High Risk
CUST-0529,525,1,57.57,2023-07-26,1,1,1,111,3,Hibernating,High Risk
CUST-0877,452,1,56.43,2023-10-07,1,1,1,111,3,Hibernating,High Risk
CUST-0418,534,1,56.4,2023-07-17,1,1,1,111,3,Hibernating,High Risk
CUST-0376,439,1,55.77,2023-10-20,1,1,1,111,3,Hibernating,High Risk
CUST-0724,450,1,54.12,2023-10-09,1,1,1,111,3,Hibernating,High Risk
CUST-0596,556,1,53.86,2023-06-25,1,1,1,111,3,Hibernating,High Risk
CUST-0053,295,1,51.35,2024-03-12,1,1,1,111,3,Hibernating,High Risk
CUST-0374,618,1,50.62,2023-04-24,1,1,1,111,3,Hibernating,High Risk
CUST-0688,383,1,49.99,2023-12-15,1,1,1,111,3,Hibernating,High Risk
CUST-0402,584,1,44.59,2023-05-28,1,1,1,111,3,Hibernating,High Risk
CUST-0713,712,1,43.67,2023-01-20,1,1,1,111,3,Hibernating,High Risk
CUST-0116,632,1,39.36,2023-04-10,1,1,1,111,3,Hibernating,High Risk
CUST-0517,361,1,38.67,2024-01-06,1,1,1,111,3,Hibernating,High Risk
CUST-0281,710,1,37.14,2023-01-22,1,1,1,111,3,Hibernating,High Risk
CUST-0235,324,1,36.88,2024-02-12,1,1,1,111,3,Hibernating,High Risk
CUST-0541,477,1,36.58,2023-09-12,1,1,1,111,3,Hibernating,High Risk
CUST-0836,561,1,36.32,2023-06-20,1,1,1,111,3,Hibernating,High Risk
CUST-0726,650,1,34.62,2023-03-23,1,1,1,111,3,Hibernating,High Risk
